Module,Function,Haskell,Gallina,Proofs
Core,axiomatize mkTyVarTys,,1,
Core,axiomatize mkUnbranchedAxInstCo,,2,
Core,axiomatize mkUnbranchedAxInstLHS,,2,
Core,axiomatize mkUnbranchedAxInstRHS,,2,
Core,axiomatize mkUnivCo,,1,
Core,axiomatize mkUnsafeCo,,1,
Core,axiomatize mkVisForAllTys,,1,
Core,axiomatize modifyJoinResTy,,1,
Core,axiomatize newTyConInstRhs,,1,
Core,axiomatize nextRole,,1,
Core,axiomatize noFreeVarsOfCo,,1,
Core,axiomatize noFreeVarsOfProv,,1,
Core,axiomatize noFreeVarsOfType,,1,
Core,axiomatize nonDetCmpTc,,1,
Core,axiomatize nonDetCmpType,,1,
Core,axiomatize nonDetCmpTypeX,,1,
Core,axiomatize nonDetCmpTypes,,1,
Core,axiomatize nonDetCmpTypesX,,1,
Core,axiomatize notElemTCvSubst,,1,
Core,axiomatize nthRole,,1,
Core,axiomatize partitionInvisibles,,2,
Core,axiomatize piResultTy,,1,
Core,axiomatize piResultTy_maybe,,1,
Core,axiomatize piResultTys,,2,
Core,axiomatize ppSuggestExplicitKinds,,1,
Core,axiomatize pprClassPred,,1,
Core,axiomatize pprCo,,1,
Core,axiomatize pprCoAxBranch,,1,
Core,axiomatize pprCoAxBranchHdr,,2,
Core,axiomatize pprCoAxiom,,1,
Core,axiomatize pprDataConWithArgs,,1,
Core,axiomatize pprDataCons,,1,
Core,axiomatize pprForAll,,1,
Core,axiomatize pprKind,,1,
Core,axiomatize pprParendCo,,1,
Core,axiomatize pprParendKind,,1,
Core,axiomatize pprParendTheta,,1,
Core,axiomatize pprParendType,,1,
Core,axiomatize pprPrecType,,1,
Core,axiomatize pprShortTyThing,,1,
Core,axiomatize pprSigmaType,,1,
Core,axiomatize pprSourceTyCon,,1,
Core,axiomatize pprTheta,,1,
Core,axiomatize pprThetaArrowTy,,1,
Core,axiomatize pprTvBndr,,1,
Core,axiomatize pprTvBndrs,,1,
Core,axiomatize pprTyLit,,1,
Core,axiomatize pprTyThingCategory,,1,
Core,axiomatize pprTyVar,,1,
Core,axiomatize pprTyVars,,1,
Core,axiomatize pprType,,1,
Core,axiomatize pprTypeApp,,1,
Core,axiomatize pprUserForAll,,1,
Core,axiomatize pprUserTypeErrorTy,,1,
Core,axiomatize ppr_co_ax_branch,,3,
Core,axiomatize predTypeEqRel,,1,
Core,axiomatize promoteCoercion,,1,
Core,axiomatize provSize,,1,
Core,axiomatize repGetTyVar_maybe,,1,
Core,axiomatize repSplitAppTy_maybe,,2,
Core,axiomatize repSplitAppTys,,2,
Core,axiomatize repSplitTyConApp_maybe,,2,
Core,axiomatize resultIsLevPoly,,1,
Core,axiomatize seqCo,,1,
Core,axiomatize seqCos,,1,
Core,axiomatize seqProv,,1,
Core,axiomatize seqType,,1,
Core,axiomatize seqTypes,,1,
Core,axiomatize setCoVarName,,1,
Core,axiomatize setCoVarUnique,,1,
Core,axiomatize setCvSubstEnv,,1,
Core,axiomatize setJoinResTy,,1,
Core,axiomatize setNominalRole_maybe,,1,
Core,axiomatize setTvSubstEnv,,1,
Core,axiomatize splitAppCo_maybe,,1,
Core,axiomatize splitAppTy,,1,
Core,axiomatize splitAppTy_maybe,,1,
Core,axiomatize splitAppTys,,1,
Core,axiomatize splitCastTy_maybe,,1,
Core,axiomatize splitCoercionType_maybe,,1,
Core,axiomatize splitForAllCo_maybe,,2,
Core,axiomatize splitForAllTy,,1,
Core,axiomatize splitForAllTyVarBndrs,,1,
Core,axiomatize splitForAllTy_maybe,,1,
Core,axiomatize splitForAllTys,,1,
Core,axiomatize splitForAllTys',,1,
Core,axiomatize splitFunCo_maybe,,1,
Core,axiomatize splitFunTy,,1,
Core,axiomatize splitFunTy_maybe,,1,
Core,axiomatize splitFunTys,,1,
Core,axiomatize splitListTyConApp_maybe,,1,
Core,axiomatize splitPiTy,,1,
Core,axiomatize splitPiTy_maybe,,1,
Core,axiomatize splitPiTys,,1,
Core,axiomatize splitPiTysInvisible,,1,
Core,axiomatize splitTyConApp,,1,
Core,axiomatize splitTyConAppCo_maybe,,1,
Core,axiomatize splitTyConApp_maybe,,2,
Core,axiomatize splitVisVarsOfType,,1,
Core,axiomatize splitVisVarsOfTypes,,1,
Core,axiomatize stripCoercionTy,,1,
Core,axiomatize substCo,,2,
Core,axiomatize substCoUnchecked,,1,
Core,axiomatize substCoVar,,1,
Core,axiomatize substCoVarBndr,,1,
Core,axiomatize substCoVars,,1,
Core,axiomatize substCoWith,,2,
Core,axiomatize substCoWithUnchecked,,1,
Core,axiomatize substCos,,2,
Core,axiomatize substForAllCoBndr,,2,
Core,axiomatize substForAllCoBndrCallback,,3,
Core,axiomatize substForAllCoBndrCallbackLC,,3,
Core,axiomatize substForAllCoBndrUnchecked,,2,
Core,axiomatize substLeftCo,,1,
Core,axiomatize substRightCo,,1,
Core,axiomatize substTheta,,2,
Core,axiomatize substThetaUnchecked,,1,
Core,axiomatize substTy,,1,
Core,axiomatize substTyAddInScope,,1,
Core,axiomatize substTyUnchecked,,1,
Core,axiomatize substTyVar,,1,
Core,axiomatize substTyVarBndr,,2,
Core,axiomatize substTyVarBndrCallback,,2,
Core,axiomatize substTyVarBndrUnchecked,,1,
Core,axiomatize substTyVars,,1,
Core,axiomatize substTyWith,,2,
Core,axiomatize substTyWithCoVars,,1,
Core,axiomatize substTyWithInScope,,2,
Core,axiomatize substTyWithUnchecked,,1,
Core,axiomatize substTys,,2,
Core,axiomatize substTysUnchecked,,1,
Core,axiomatize substTysWith,,1,
Core,axiomatize substTysWithCoVars,,2,
Core,axiomatize subst_co,,1,
Core,axiomatize subst_ty,,1,
Core,axiomatize swapLiftCoEnv,,1,
Core,axiomatize synTyConResKind,,1,
Core,axiomatize tcRepSplitAppTy_maybe,,1,
Core,axiomatize tcRepSplitTyConApp_maybe,,2,
Core,axiomatize tcSplitTyConApp_maybe,,2,
Core,axiomatize tcView,,1,
Core,axiomatize tickishCounts,,1,
Core,axiomatize tickishIsCode,,1,
Core,axiomatize tidyCo,,1,
Core,axiomatize tidyCos,,1,
Core,axiomatize tidyFreeTyCoVars,,1,
Core,axiomatize tidyKind,,1,
Core,axiomatize tidyOpenKind,,1,
Core,axiomatize tidyOpenTyCoVar,,1,
Core,axiomatize tidyOpenTyCoVars,,2,
Core,axiomatize tidyOpenType,,1,
Core,axiomatize tidyOpenTypes,,1,
Core,axiomatize tidyTopType,,1,
Core,axiomatize tidyTyCoVarBndr,,1,
Core,axiomatize tidyTyCoVarBndrs,,2,
Core,axiomatize tidyTyVarBinder,,2,
Core,axiomatize tidyTyVarBinders,,3,
Core,axiomatize tidyTyVarOcc,,1,
Core,axiomatize tidyType,,1,
Core,axiomatize tidyTypes,,1,
Core,axiomatize toPhantomCo,,1,
Core,axiomatize topNormaliseNewType_maybe,,1,
Core,axiomatize topNormaliseTypeX,,2,
Core,axiomatize toposortTyVars,,1,
Core,axiomatize tyBinderType,,1,
Core,axiomatize tyCoVarsOfCo,,1,
Core,axiomatize tyCoVarsOfCoDSet,,1,
Core,axiomatize tyCoVarsOfCoList,,1,
Core,axiomatize tyCoVarsOfCos,,1,
Core,axiomatize tyCoVarsOfCosSet,,1,
Core,axiomatize tyCoVarsOfProv,,1,
Core,axiomatize tyCoVarsOfType,,1,
Core,axiomatize tyCoVarsOfTypeDSet,,1,
Core,axiomatize tyCoVarsOfTypeList,,1,
Core,axiomatize tyCoVarsOfTypeWellScoped,,1,
Core,axiomatize tyCoVarsOfTypes,,1,
Core,axiomatize tyCoVarsOfTypesDSet,,1,
Core,axiomatize tyCoVarsOfTypesList,,1,
Core,axiomatize tyCoVarsOfTypesSet,,1,
Core,axiomatize tyCoVarsOfTypesWellScoped,,1,
Core,axiomatize tyConATs,,1,
Core,axiomatize tyConAppArgN,,1,
Core,axiomatize tyConAppArgs,,1,
Core,axiomatize tyConAppArgs_maybe,,1,
Core,axiomatize tyConAppTyCon,,1,
Core,axiomatize tyConAppTyConPicky_maybe,,1,
Core,axiomatize tyConAppTyCon_maybe,,1,
Core,axiomatize tyConBindersTyBinders,,1,
Core,axiomatize tyConInjectivityInfo,,1,
Core,axiomatize tyConRolesRepresentational,,1,
Core,axiomatize tyConRolesX,,1,
Core,axiomatize tyConsOfType,,1,
Core,axiomatize tyThingCategory,,1,
Core,axiomatize ty_co_subst,,1,
Core,axiomatize typeKind,,1,
Core,axiomatize typeLiteralKind,,1,
Core,axiomatize typeSize,,1,
Core,axiomatize unfoldingTemplate,,1,
Core,axiomatize unionTCvSubst,,1,
Core,axiomatize unwrapNewTypeStepper,,1,
Core,axiomatize userTypeError_maybe,,1,
Core,axiomatize zapLiftingContext,,1,
Core,axiomatize zapTCvSubst,,1,
Core,axiomatize zipCoEnv,,1,
Core,axiomatize zipCvSubst,,1,
Core,axiomatize zipTvSubst,,1,
Core,axiomatize zipTyEnv,,1,
Core,Headers and types,1229,761,3786
Core,Tactics,,47,128
CoreFVs,aFreeVar,2,2,
CoreFVs,addBndr,4,3,
CoreFVs,addBndrs,2,2,
CoreFVs,bindFreeVars,5,9,
CoreFVs,bndrRuleAndUnfoldingFVs,4,4,
CoreFVs,bndrRuleAndUnfoldingVarsDSet,2,2,
CoreFVs,dIdFreeVars,2,2,
CoreFVs,dVarTypeTyCoVars,2,2,
CoreFVs,delBinderFV,2,2,
CoreFVs,delBindersFV,2,2,
CoreFVs,exprFVs,2,2,
CoreFVs,exprFreeIds,2,5,
CoreFVs,exprFreeIdsDSet,2,5,
CoreFVs,exprFreeIdsList,2,8,
CoreFVs,exprFreeVars,2,2,
CoreFVs,exprFreeVarsDSet,2,2,
CoreFVs,exprFreeVarsList,2,2,
CoreFVs,exprOrphNames,20,,
CoreFVs,exprSomeFreeVars,4,,
CoreFVs,exprSomeFreeVarsDSet,4,,
CoreFVs,exprSomeFreeVarsList,4,,
CoreFVs,expr_fvs,27,24,
CoreFVs,exprsFVs,2,2,
CoreFVs,exprsFreeIdsDSet,2,6,
CoreFVs,exprsFreeIdsList,2,2,
CoreFVs,exprsFreeVars,2,2,
CoreFVs,exprsFreeVarsList,2,5,
CoreFVs,exprsOrphNames,2,,
CoreFVs,exprsSomeFreeVars,5,,
CoreFVs,exprsSomeFreeVarsDSet,5,,
CoreFVs,exprsSomeFreeVarsList,5,,
CoreFVs,exprs_fvs,2,2,
CoreFVs,freeVars,56,105,
CoreFVs,freeVarsBind,19,,
CoreFVs,freeVarsOf,2,2,
CoreFVs,freeVarsOfAnn,2,2,
CoreFVs,idFVs,4,6,
CoreFVs,idFreeVars,2,6,
CoreFVs,idRuleFVs,3,2,
CoreFVs,idRuleRhsVars,11,,
CoreFVs,idRuleVars,2,2,
CoreFVs,idUnfoldingFVs,2,2,
CoreFVs,idUnfoldingVars,2,2,
CoreFVs,noFVs,2,2,
CoreFVs,orphNamesOfAxiom,4,,
CoreFVs,orphNamesOfCo,20,,
CoreFVs,orphNamesOfCoAxBranch,3,,
CoreFVs,orphNamesOfCoAxBranches,3,,
CoreFVs,orphNamesOfCoCon,3,,
CoreFVs,orphNamesOfCos,2,,
CoreFVs,orphNamesOfFamInst,2,,
CoreFVs,orphNamesOfProv,5,,
CoreFVs,orphNamesOfThings,2,4,
CoreFVs,orphNamesOfTyCon,4,,
CoreFVs,orphNamesOfType,14,,
CoreFVs,orphNamesOfTypes,2,,
CoreFVs,rhs_fvs,3,3,
CoreFVs,ruleFVs,6,7,
CoreFVs,ruleFreeVars,2,2,
CoreFVs,ruleLhsFVIds,4,7,
CoreFVs,ruleLhsFreeIds,2,2,
CoreFVs,ruleLhsFreeIdsList,2,17,
CoreFVs,ruleRhsFreeVars,4,7,
CoreFVs,rulesFVs,2,2,
CoreFVs,rulesFreeVars,2,2,
CoreFVs,rulesFreeVarsDSet,2,2,
CoreFVs,stableUnfoldingFVs,9,2,
CoreFVs,stableUnfoldingVars,2,,
CoreFVs,tickish_fvs,3,6,
CoreFVs,unionFVs,2,2,
CoreFVs,unionFVss,2,2,
CoreFVs,varTypeTyCoFVs,2,2,
CoreFVs,varTypeTyCoVars,2,2,
CoreFVs,vectsFreeVars,13,11,
CoreFVs,Headers and types,61,36,667
CoreStats,altBndrStats,2,2,
CoreStats,altSize,2,2,
CoreStats,altStats,2,5,
CoreStats,bindSize,3,20,
CoreStats,bindStats,3,22,
CoreStats,bindingStats,2,,
CoreStats,bndrSize,2,2,
CoreStats,bndrStats,2,2,
CoreStats,bndrsSize,2,2,
CoreStats,coStats,2,,
CoreStats,coreBindsSize,2,2,
CoreStats,coreBindsStats,2,2,
CoreStats,cs_co,,3,
CoreStats,cs_jb,,3,
CoreStats,cs_tm,,3,
CoreStats,cs_ty,,3,
CoreStats,cs_vb,,3,
CoreStats,exprSize,11,20,
CoreStats,exprStats,12,22,
CoreStats,letBndrStats,7,10,
CoreStats,oneTM,,3,
CoreStats,pairSize,2,2,
CoreStats,plusCS,5,6,
CoreStats,sumCS,2,2,
CoreStats,tickSize,3,2,
CoreStats,tyStats,2,,
CoreStats,zeroCS,3,2,
CoreStats,axiomatize coStats,,1,
CoreStats,axiomatize tyStats,,1,
CoreStats,Headers and types,25,21,8
CoreSubst,addInScopeSet,3,6,
CoreSubst,cloneBndr,4,,
CoreSubst,cloneBndrs,3,,
CoreSubst,cloneIdBndr,3,,
CoreSubst,cloneIdBndrs,3,,
CoreSubst,cloneRecIdBndrs,6,,
CoreSubst,cloneTyVarBndr,5,,
CoreSubst,clone_id,11,,
CoreSubst,deShadowBinds,2,18,
CoreSubst,delBndr,5,10,
CoreSubst,delBndrs,3,7,
CoreSubst,emptySubst,2,3,
CoreSubst,extendCvSubst,4,,
CoreSubst,extendIdSubst,4,8,
CoreSubst,extendIdSubstList,4,,
CoreSubst,extendInScope,4,18,
CoreSubst,extendInScopeIds,4,7,
CoreSubst,extendInScopeList,4,7,
CoreSubst,extendSubst,6,15,
CoreSubst,extendSubstList,3,,
CoreSubst,extendSubstWithVar,5,16,
CoreSubst,extendTvSubst,4,,
CoreSubst,extendTvSubstList,5,,
CoreSubst,getTCvSubst,2,21,
CoreSubst,isEmptySubst,3,21,
CoreSubst,isInScope,2,5,
CoreSubst,lookupIdSubst,8,20,
CoreSubst,lookupTCvSubst,6,,
CoreSubst,mkEmptySubst,2,3,
CoreSubst,mkOpenSubst,5,,
CoreSubst,mkSubst,2,,
CoreSubst,setInScope,11,18,
CoreSubst,substBind,27,41,
CoreSubst,substBndr,5,6,
CoreSubst,substBndrs,2,,
CoreSubst,substCo,2,,
CoreSubst,substCoVarBndr,5,,
CoreSubst,substDVarSet,7,12,
CoreSubst,substExpr,2,34,
CoreSubst,substExprSC,5,4,
CoreSubst,substIdBndr,19,,
CoreSubst,substIdInfo,9,,
CoreSubst,substIdOcc,4,18,
CoreSubst,substIdType,6,48,
CoreSubst,substInScope,2,2,
CoreSubst,substRecBndrs,5,,
CoreSubst,substRule,14,,
CoreSubst,substRulesForImportedIds,5,,
CoreSubst,substSpec,7,,
CoreSubst,substTickish,6,,
CoreSubst,substTy,2,,
CoreSubst,substTyVarBndr,5,,
CoreSubst,substUnfolding,18,2,
CoreSubst,substUnfoldingSC,,4,
CoreSubst,subst_expr,23,41,
CoreSubst,zapSubstEnv,2,3,
CoreSubst,axiomatize cloneTyVarBndr,,32,
CoreSubst,axiomatize lookupTCvSubst,,1,
CoreSubst,axiomatize substCo,,1,
CoreSubst,axiomatize substCoVarBndr,,1,
CoreSubst,axiomatize substSpec,,1,
CoreSubst,axiomatize substTy,,1,
CoreSubst,axiomatize substTyVarBndr,,1,
CoreSubst,Headers and types,47,35,1091
CoreUtils,,5,,
CoreUtils,addDefault,3,,
CoreUtils,altsAreExhaustive,8,,
CoreUtils,app_ok,27,,
CoreUtils,applyTypeToArgs,19,,
CoreUtils,bindNonRec,4,,
CoreUtils,cheapEqExpr,2,,
CoreUtils,cheapEqExpr',14,,
CoreUtils,combineIdenticalAlts,23,,
CoreUtils,coreAltType,8,,
CoreUtils,coreAltsType,3,,
CoreUtils,dataConInstPat,32,,
CoreUtils,dataConRepFSInstPat,3,,
CoreUtils,dataConRepInstPat,1,,
CoreUtils,diffBinds,38,,
CoreUtils,diffExpr,34,,
CoreUtils,diffIdInfo,16,,
CoreUtils,diffUnfold,16,,
CoreUtils,dupAppSize,2,,
CoreUtils,eqExpr,34,,
CoreUtils,eqTickish,4,,
CoreUtils,exprIsBig,10,,
CoreUtils,exprIsBottom,16,,
CoreUtils,exprIsCheap,2,,
CoreUtils,exprIsCheapX,21,,
CoreUtils,exprIsConLike,2,,
CoreUtils,exprIsDupable,16,,
CoreUtils,exprIsExpandable,2,,
CoreUtils,exprIsHNF,2,,
CoreUtils,exprIsHNFlike,30,,
CoreUtils,exprIsTickedString,2,,
CoreUtils,exprIsTickedString_maybe,6,,
CoreUtils,exprIsTopLevelBindable,4,,
CoreUtils,exprIsTrivial,11,,
CoreUtils,exprIsWorkFree,2,,
CoreUtils,exprOkForSpeculation,3,,
CoreUtils,exprType,16,,
CoreUtils,expr_ok,24,,
CoreUtils,filterAlts,16,,
CoreUtils,findAlt,12,,
CoreUtils,findDefault,3,,
CoreUtils,getIdFromTrivialExpr,4,,
CoreUtils,getIdFromTrivialExpr_maybe,8,,
CoreUtils,isCheapApp,11,,
CoreUtils,isDefaultAlt,3,,
CoreUtils,isDivOp,8,,
CoreUtils,isEmptyTy,9,,
CoreUtils,isExpandableApp,37,,
CoreUtils,isExprLevPoly,25,,
CoreUtils,isJoinBind,4,,
CoreUtils,isSaturatedConApp,7,,
CoreUtils,isWorkFreeApp,10,,
CoreUtils,locBind,5,,
CoreUtils,mergeAlts,8,,
CoreUtils,mkAltExpr,10,,
CoreUtils,mkCast,27,,
CoreUtils,mkTick,40,,
CoreUtils,mkTickNoHNF,4,,
CoreUtils,mkTicks,2,,
CoreUtils,needsCaseBinding,2,,
CoreUtils,refineDefaultAlt,22,,
CoreUtils,rhsIsStatic,33,,
CoreUtils,stripTicksE,15,,
CoreUtils,stripTicksT,15,,
CoreUtils,stripTicksTop,4,,
CoreUtils,stripTicksTopE,4,,
CoreUtils,stripTicksTopT,4,,
CoreUtils,tickHNFArgs,6,,
CoreUtils,trimConArgs,4,,
CoreUtils,tryEtaReduce,55,,
CoreUtils,Headers and types,67,,
Exitify,addExit,14,,
Exitify,exitify,146,,
Exitify,exitifyProgram,64,41,91
Exitify,go,,,338
Exitify,mkExitJoinId,30,,
Exitify,Headers and types,34,199,2404
FV,delFV,3,3,
FV,delFVs,3,3,
FV,emptyFV,2,5,
FV,filterFV,3,3,
FV,fvDVarSet,2,2,
FV,fvVarList,2,2,
FV,fvVarListVarSet,2,2,
FV,fvVarSet,2,2,
FV,mapUnionFV,4,7,
FV,mkFVs,3,2,
FV,unionFV,3,3,
FV,unionsFV,2,2,
FV,unitFV,6,10,
FV,Headers and types,21,17,17
FV,Well-formedness,,,382
State,evalState,,2,
State,execState,,2,
State,get,,2,
State,gets,,2,
State,modify,,2,
State,put,,2,
State,runState,,2,
State,runState',,3,
State,instance Applicative,,27,
State,instance Functor,,11,
State,instance Monad,,17,
State,Headers and types,,12,254
TrieMap,am_data,,3,
TrieMap,am_deflt,,3,
TrieMap,am_lit,,6,
TrieMap,cme_env,,3,
TrieMap,cme_next,,3,
TrieMap,deBruijnize,16,2,
TrieMap,deMaybe,20,2,
TrieMap,deleteTM,26,2,
TrieMap,emptyCME,4,2,
TrieMap,emptyCoreMap,8,2,
TrieMap,emptyE,28,,
TrieMap,emptyLiteralMap,4,2,
TrieMap,emptyT,14,,
TrieMap,emptyTyLitMap,4,2,
TrieMap,emptyTypeMap,4,2,
TrieMap,extendCME,6,5,
TrieMap,extendCMEs,4,2,
TrieMap,extendCoreMap,4,2,
TrieMap,extendTypeMap,4,3,
TrieMap,extendTypeMapWithScope,4,3,
TrieMap,fdA,50,4,
TrieMap,fdE,28,,
TrieMap,fdG,120,,
TrieMap,fdList,8,,
TrieMap,fdMaybe,30,3,
TrieMap,fdT,34,,
TrieMap,fdVar,6,2,
TrieMap,foldCoreMap,4,2,
TrieMap,foldMaybe,6,6,
TrieMap,foldTyLit,8,4,
TrieMap,foldTypeMap,4,2,
TrieMap,inert_dicts,46,,
TrieMap,insertTM,4,2,
TrieMap,lkA,10,,
TrieMap,lkBndr,4,,
TrieMap,lkC,6,7,
TrieMap,lkDFreeVar,4,2,
TrieMap,lkDNamed,4,3,
TrieMap,lkE,48,,
TrieMap,lkG,10,,
TrieMap,lkList,8,,
TrieMap,lkLit,4,2,
TrieMap,lkMaybe,8,7,
TrieMap,lkT,30,,
TrieMap,lkTT,6,8,
TrieMap,lkTickish,4,2,
TrieMap,lkTyLit,10,,
TrieMap,lkVar,8,6,
TrieMap,lookupCME,6,5,
TrieMap,lookupCoreMap,4,2,
TrieMap,lookupTypeMap,4,3,
TrieMap,lookupTypeMapWithScope,4,3,
TrieMap,mapA,10,6,
TrieMap,mapE,26,,
TrieMap,mapG,8,,
TrieMap,mapList,6,,
TrieMap,mapMb,6,6,
TrieMap,mapT,20,,
TrieMap,mapTyLit,6,5,
TrieMap,mapVar,6,5,
TrieMap,mkDeBruijnContext,30,2,
TrieMap,mm_just,,3,
TrieMap,mm_nothing,,3,
TrieMap,op_zbzg__,,4,
TrieMap,op_zbzgzg__,,7,
TrieMap,op_zgzizg__,,4,
TrieMap,tlm_number,,3,
TrieMap,tlm_string,,3,
TrieMap,trieMapView,90,,
TrieMap,vm_bvar,,3,
TrieMap,vm_fvar,,3,
TrieMap,xtA,16,16,
TrieMap,xtBndr,22,2,
TrieMap,xtC,24,13,
TrieMap,xtDFreeVar,4,3,
TrieMap,xtDNamed,6,3,
TrieMap,xtE,72,,
TrieMap,xtG,34,,
TrieMap,xtInt,4,3,
TrieMap,xtList,8,,
TrieMap,xtLit,34,3,
TrieMap,xtMaybe,8,12,
TrieMap,xtT,28,,
TrieMap,xtTT,22,9,
TrieMap,xtTickish,50,3,
TrieMap,xtTyLit,10,,
TrieMap,xtVar,8,10,
TrieMap,instance Eq,,29,
TrieMap,instance TrieMap,86,428,
TrieMap,axiomatize CoreMapX,,1,
TrieMap,axiomatize GenMap,,1,
TrieMap,axiomatize GenMap__EmptyMap,,1,
TrieMap,axiomatize ListMap,,1,
TrieMap,axiomatize TrieMap__ListMap_emptyTM,,1,
TrieMap,axiomatize TypeMapX,,13,
TrieMap,axiomatize emptyE,,1,
TrieMap,axiomatize emptyT,,1,
TrieMap,axiomatize fdE,,1,
TrieMap,axiomatize fdG,,2,
TrieMap,axiomatize fdList,,2,
TrieMap,axiomatize fdT,,1,
TrieMap,axiomatize lkA,,1,
TrieMap,axiomatize lkBndr,,1,
TrieMap,axiomatize lkE,,1,
TrieMap,axiomatize lkG,,6,
TrieMap,axiomatize lkList,,3,
TrieMap,axiomatize lkT,,2,
TrieMap,axiomatize mapE,,4,
TrieMap,axiomatize mapG,,2,
TrieMap,axiomatize mapList,,2,
TrieMap,axiomatize mapT,,1,
TrieMap,axiomatize trieMapView,,1,
TrieMap,axiomatize xtE,,2,
TrieMap,axiomatize xtG,,2,
TrieMap,axiomatize xtList,,4,
TrieMap,axiomatize xtT,,2,
TrieMap,Headers and types,80,88,53
Uniq,dataConRepNameUnique,,2,
Uniq,dataConWorkerUnique,,2,
Uniq,deriveUnique,,5,
Uniq,eqUnique,,5,
Uniq,getKey,,2,
Uniq,getUnique,,4,
Uniq,getWordKey,,2,
Uniq,hasKey,,2,
Uniq,incrUnique,,2,
Uniq,initExitJoinUnique,,2,
Uniq,initTyVarUnique,,2,
Uniq,isValidKnownKeyUnique,,4,
Uniq,mkAlphaTyVarUnique,,2,
Uniq,mkBuiltinUnique,,2,
Uniq,mkCoVarUnique,,2,
Uniq,mkCostCentreUnique,,2,
Uniq,mkDataOccUnique,,2,
Uniq,mkPArrDataConUnique,,2,
Uniq,mkPreludeClassUnique,,2,
Uniq,mkPreludeDataConUnique,,2,
Uniq,mkPreludeMiscIdUnique,,2,
Uniq,mkPreludeTyConUnique,,2,
Uniq,mkPrimOpIdUnique,,2,
Uniq,mkPseudoUniqueD,,2,
Uniq,mkPseudoUniqueE,,2,
Uniq,mkPseudoUniqueH,,2,
Uniq,mkRegClassUnique,,2,
Uniq,mkRegPairUnique,,2,
Uniq,mkRegSingleUnique,,2,
Uniq,mkRegSubUnique,,2,
Uniq,mkTcOccUnique,,2,
Uniq,mkTvOccUnique,,2,
Uniq,mkUnique,,5,
Uniq,mkUniqueGrimily,,2,
Uniq,mkVarOccUnique,,2,
Uniq,nonDetCmpUnique,,10,
Uniq,stepUnique,,5,
Uniq,tyConRepNameUnique,,2,
Uniq,uNIQUE_BITS,,2,
Uniq,uniqueMask,,2,
Uniq,unpkUnique,,6,
Uniq,instance Eq,,8,
Uniq,instance Uniquable,,15,
Uniq,Headers and types,,24,93
UniqSet,addListToUniqSet,,3,
UniqSet,addOneToUniqSet,,6,
UniqSet,delListFromUniqSet,,6,
UniqSet,delListFromUniqSet_Directly,,6,
UniqSet,delOneFromUniqSet,,6,
UniqSet,delOneFromUniqSet_Directly,,6,
UniqSet,elemUniqSet_Directly,,5,
UniqSet,elementOfUniqSet,,6,
UniqSet,emptyUniqSet,,2,
UniqSet,filterUniqSet,,5,
UniqSet,filterUniqSet_Directly,,6,
UniqSet,getUniqSet,,2,
UniqSet,getUniqSet',,3,
UniqSet,intersectUniqSets,,5,
UniqSet,isEmptyUniqSet,,2,
UniqSet,lookupUniqSet,,6,
UniqSet,lookupUniqSet_Directly,,6,
UniqSet,mapUniqSet,,3,
UniqSet,minusUniqSet,,5,
UniqSet,mkUniqSet,,2,
UniqSet,nonDetEltsUniqSet,,2,
UniqSet,nonDetFoldUniqSet,,6,
UniqSet,nonDetFoldUniqSet_Directly,,6,
UniqSet,nonDetKeysUniqSet,,2,
UniqSet,partitionUniqSet,,6,
UniqSet,restrictUniqSetToUFM,,9,
UniqSet,sizeUniqSet,,2,
UniqSet,unionManyUniqSets,,5,
UniqSet,unionUniqSets,,5,
UniqSet,uniqSetAll,,5,
UniqSet,uniqSetAny,,5,
UniqSet,uniqSetMinusUFM,,6,
UniqSet,unitUniqSet,,2,
UniqSet,unsafeUFMToUniqSet,,2,
UniqSet,instance Monoid,,13,
UniqSet,instance Semigroup,,6,
UniqSet,Headers and types,,16,468
Unique,,12,,
Unique,dataConRepNameUnique,6,,
Unique,deriveUnique,1,,
Unique,eqUnique,2,,
Unique,finish_show,5,,
Unique,getKey,1,,
Unique,hasKey,6,,
Unique,iToBase62,26,,
Unique,incrUnique,1,,
Unique,initExitJoinUnique,2,,
Unique,initTyVarUnique,8,,
Unique,isValidKnownKeyUnique,6,,
Unique,mkAlphaTyVarUnique,1,,
Unique,mkCoVarUnique,5,,
Unique,mkCostCentreUnique,2,,
Unique,mkPArrDataConUnique,1,,
Unique,mkPreludeClassUnique,1,,
Unique,mkPreludeDataConUnique,1,,
Unique,mkPreludeMiscIdUnique,1,,
Unique,mkPreludeTyConUnique,1,,
Unique,mkPrimOpIdUnique,1,,
Unique,mkRegSingleUnique,5,,
Unique,mkUnique,12,,
Unique,mkUniqueGrimily,1,,
Unique,mkVarOccUnique,5,,
Unique,newTagUnique,7,,
Unique,nonDetCmpUnique,8,,
Unique,pprUniqueAlways,7,,
Unique,showUnique,4,,
Unique,stepUnique,1,,
Unique,tyConRepNameUnique,3,,
Unique,uNIQUE_BITS,2,,
Unique,uniqueMask,2,,
Unique,unpkUnique,1,,
Unique,Headers and types,40,,
Util,,44,,
Util,abstractConstr,2,,
Util,abstractDataType,2,,
Util,all2,4,14,
Util,atLength,12,13,
Util,capitalise,3,2,
Util,changeLast,4,7,
Util,charToC,11,,
Util,chkAppend,4,4,
Util,chunkList,3,,
